,participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number,Group_Status,RT1ms,RT2ms,RT3ms,RT4ms,RT5ms,RT6ms,TT
676,29,2.13146,2.960695,1.03264,1.24372,1.309095,1.695515,y,1.036845,Neutral,4,1,ASC,2131.46,2960.695,1032.64,1243.72,1309.095,1695.515,10373.125
677,29,4.327065,4.030345,1.32131,1.2054,1.59184,1.748545,space,0.58795,Negative,20,1,ASC,4327.065,4030.345,1321.31,1205.4,1591.84,1748.545,14224.505
678,29,1.747365,3.751275,5.155255,2.28766,1.366395,1.73188,n,0.878425,Negative,8,1,ASC,1747.365,3751.275,5155.255,2287.66,1366.395,1731.88,16039.83
679,29,1.3695,3.74884,1.14988,1.795805,1.396445,1.911615,y,6.44358,Positive,12,1,ASC,1369.5,3748.84,1149.88,1795.805,1396.445,1911.615,11372.085
680,29,1.44671,1.863245,1.62908,1.129455,1.14715,2.01206,y,0.64508,Positive,6,1,ASC,1446.71,1863.245,1629.08,1129.455,1147.15,2012.06,9227.7
681,29,1.30245,2.265345,0.7464,0.79105,1.17999,1.418305,space,0.54652,Negative,17,1,ASC,1302.45,2265.345,746.4,791.05,1179.99,1418.305,7703.54
682,29,1.412585,2.75165,1.200365,1.37218,1.49714,1.100615,space,0.33692,Neutral,16,1,ASC,1412.585,2751.65,1200.365,1372.18,1497.14,1100.615,9334.535
683,29,2.09541,3.09609,1.06962,1.3277,2.21704,1.429295,space,0.51981,Positive,24,1,ASC,2095.41,3096.09,1069.62,1327.7,2217.04,1429.295,11235.155
684,29,1.33483,3.497295,0.88329,0.717205,2.31935,1.980415,space,0.435695,Neutral,13,1,ASC,1334.83,3497.295,883.29,717.205,2319.35,1980.415,10732.385
685,29,2.039335,4.02148,1.287275,2.124325,2.33233,2.369715,space,0.54854,Positive,18,1,ASC,2039.335,4021.48,1287.275,2124.325,2332.33,2369.715,14174.46
686,29,2.078695,2.82226,1.050205,1.34815,0.997285,1.400605,space,0.553625,Neutral,19,1,ASC,2078.695,2822.26,1050.205,1348.15,997.285,1400.605,9697.2
687,29,1.29684,4.12518,0.83735,0.998865,0.05987,2.074075,n,2.87219,Neutral,10,1,ASC,1296.84,4125.18,837.35,998.865,59.87,2074.075,9392.18
688,29,4.528345,4.53133,1.35039,1.208765,1.54986,2.629155,space,1.336005,Neutral,22,1,ASC,4528.345,4531.33,1350.39,1208.765,1549.86,2629.155,15797.845
689,29,2.796565,2.562025,1.016515,1.01519,2.176245,2.24598,space,1.24271,Negative,14,1,ASC,2796.565,2562.025,1016.515,1015.19,2176.245,2245.98,11812.52
690,29,1.72845,2.742315,0.70677,0.97934,1.5299,1.667585,y,5.665415,Neutral,7,1,ASC,1728.45,2742.315,706.77,979.34,1529.9,1667.585,9354.36
691,29,5.59313,3.43439,1.028715,1.18758,1.41284,1.253265,n,1.104575,Negative,11,1,ASC,5593.13,3434.39,1028.715,1187.58,1412.84,1253.265,13909.92
692,29,2.551135,3.676455,1.20665,1.544465,2.00014,0.945055,n,2.93571,Negative,5,1,ASC,2551.135,3676.455,1206.65,1544.465,2000.14,945.055,11923.9
693,29,3.567205,2.736165,3.216575,2.876955,2.312155,2.88931,y,0.962685,Negative,2,1,ASC,3567.205,2736.165,3216.575,2876.955,2312.155,2889.31,17598.365
694,29,2.02711,3.372165,0.98352,1.85552,6.58219,10.96572,y,17.76573,Positive,3,1,ASC,2027.11,3372.165,983.52,1855.52,6582.19,10965.72,25786.225
695,29,1.047175,6.946485,0.89695,0.928885,2.349135,1.529705,y,1.135075,Neutral,1,1,ASC,1047.175,6946.485,896.95,928.885,2349.135,1529.705,13698.335
696,29,3.78759,1.31213,1.28031,1.598875,2.910895,1.881875,y,1.913305,Positive,9,1,ASC,3787.59,1312.13,1280.31,1598.875,2910.895,1881.875,12771.675
697,30,1.17061,1.08969,0.867805,1.23071,0.920675,1.31129,n,3.6781,Negative,12,1,ASC,1170.61,1089.69,867.805,1230.71,920.675,1311.29,6590.78
698,30,1.53269,2.078015,1.69916,4.61492,2.58166,0.87845,y,0.828105,Neutral,2,1,ASC,1532.69,2078.015,1699.16,4614.92,2581.66,878.45,13384.895
699,30,8.51599,7.63881,0.805015,0.629755,0.75521,0.666505,n,0.768665,Neutral,8,1,ASC,8515.99,7638.81,805.015,629.755,755.21,666.505,19011.285
700,30,31.72439,1.76686,0.850985,0.72114,0.9231,0.766695,space,1.37103,Positive,22,1,ASC,31724.39,1766.86,850.985,721.14,923.1,766.695,36753.17
701,30,17.28345,2.266245,0.550175,0.56299,4.136095,0.50299,y,1.953595,Positive,1,1,ASC,17283.45,2266.245,550.175,562.99,4136.095,502.99,25301.945
702,30,1.184015,1.444605,1.16217,1.101395,0.8776,0.90444,n,0.770645,Positive,7,1,ASC,1184.015,1444.605,1162.17,1101.395,877.6,904.44,6674.225
703,30,1.652285,1.55193,1.107355,0.90884,0.8394,0.75112,space,0.334125,Positive,19,1,ASC,1652.285,1551.93,1107.355,908.84,839.4,751.12,6810.93
704,30,2.20108,2.06246,1.00135,0.10469,0.82898,0.786775,y,0.63323,Negative,9,1,ASC,2201.08,2062.46,1001.35,104.69,828.98,786.775,6985.335
705,30,10.216925,1.77295,0.550995,1.603925,7.7726,0.8346,space,1.20146,Negative,24,1,ASC,10216.925,1772.95,550.995,1603.925,7772.6,834.6,22751.995
706,30,1.683345,1.357405,0.23019,0.21269,0.907525,0.967895,space,0.12686,Negative,21,1,ASC,1683.345,1357.405,230.19,212.69,907.525,967.895,5359.05
707,30,0.886865,1.10713,0.768265,0.821685,0.739755,0.7716,space,0.156855,Neutral,23,1,ASC,886.865,1107.13,768.265,821.685,739.755,771.6,5095.3
708,30,2.130255,1.354,1.06043,0.80192,1.279525,0.90688,space,0.31765,Neutral,17,1,ASC,2130.255,1354,1060.43,801.92,1279.525,906.88,7533.01
709,30,1.52602,1.80217,0.816765,1.4342,1.09148,1.1663,space,0.37546,Positive,16,1,ASC,1526.02,1802.17,816.765,1434.2,1091.48,1166.3,7836.935
710,30,1.51781,1.91772,1.393465,1.267625,1.292145,0.93479,y,0.26723,Positive,4,1,ASC,1517.81,1917.72,1393.465,1267.625,1292.145,934.79,8323.555
711,30,0.89336,1.367145,1.479775,1.725315,1.501755,1.423065,y,0.38479,Negative,6,1,ASC,893.36,1367.145,1479.775,1725.315,1501.755,1423.065,8390.415
712,30,1.63661,3.787045,2.643175,1.78348,1.638975,1.26052,space,0.13644,Negative,18,1,ASC,1636.61,3787.045,2643.175,1783.48,1638.975,1260.52,12749.805
713,30,1.22672,0.888135,1.810505,1.150835,1.09175,1.33469,space,0.295775,Neutral,14,1,ASC,1226.72,888.135,1810.505,1150.835,1091.75,1334.69,7502.635
714,30,2.186665,1.121365,1.25921,1.20928,1.1102,0.978495,y,0.22638,Negative,3,1,ASC,2186.665,1121.365,1259.21,1209.28,1110.2,978.495,7865.215
715,30,1.490325,1.30131,1.128005,0.92971,0.820105,0.78564,space,0.050645,Neutral,20,1,ASC,1490.325,1301.31,1128.005,929.71,820.105,785.64,6455.095
716,30,1.011635,2.52771,0.60254,0.522795,0.550025,0.518245,space,0.269445,Negative,15,1,ASC,1011.635,2527.71,602.54,522.795,550.025,518.245,5732.95
717,30,1.13555,0.894405,0.643305,0.60068,1.01811,0.435535,space,0.191775,Positive,13,1,ASC,1135.55,894.405,643.305,600.68,1018.11,435.535,4727.585
718,30,1.50082,1.70672,0.638115,0.75536,0.534595,0.585125,n,0.979905,Neutral,11,1,ASC,1500.82,1706.72,638.115,755.36,534.595,585.125,5720.735
719,30,1.17217,0.98643,0.76166,0.979195,0.955045,0.61301,y,0.610535,Neutral,5,1,ASC,1172.17,986.43,761.66,979.195,955.045,613.01,5467.51
720,30,1.2742,0.863845,1.370515,0.90731,0.75166,0.702695,n,0.44171,Positive,10,1,ASC,1274.2,863.845,1370.515,907.31,751.66,702.695,5870.225
721,31,2.731585,3.25165,1.569815,1.19777,1.064655,1.56205,space,0.233705,Positive,20,1,NON-ASC,2731.585,3251.65,1569.815,1197.77,1064.655,1562.05,11377.525
722,31,2.183335,6.88476,1.21623,0.94723,0.93412,0.950455,space,1.5172,Neutral,15,1,NON-ASC,2183.335,6884.76,1216.23,947.23,934.12,950.455,13116.13
723,31,1.63271,11.465415,2.32805,1.316195,1.72069,1.096895,space,0.101635,Neutral,18,1,NON-ASC,1632.71,11465.415,2328.05,1316.195,1720.69,1096.895,19559.955
724,31,1.649295,2.071135,1.47157,1.386035,1.53732,0.907725,y,0.974165,Positive,5,1,NON-ASC,1649.295,2071.135,1471.57,1386.035,1537.32,907.725,9023.08
725,31,1.21718,37.68217,0.882455,0.8177,0.83755,1.46927,space,0.05553,Positive,23,1,NON-ASC,1217.18,37682.17,882.455,817.7,837.55,1469.27,42906.325
726,31,79.13106,2.46251,1.21598,0.954165,0.89832,1.20763,space,33.808605,Neutral,24,1,NON-ASC,79131.06,2462.51,1215.98,954.165,898.32,1207.63,85869.665
727,31,9.036565,2.831075,1.268085,1.055055,1.230945,1.24689,space,0.59435,Negative,19,1,NON-ASC,9036.565,2831.075,1268.085,1055.055,1230.945,1246.89,16668.615
728,31,14.383865,128.585475,1.505215,1.05383,0.932245,0.849125,y,5.236475,Neutral,12,1,NON-ASC,14383.865,128585.475,1505.215,1053.83,932.245,849.125,147309.755
729,31,1.30637,3.33314,1.28821,2.013565,0.89105,1.16017,space,0.14183,Positive,17,1,NON-ASC,1306.37,3333.14,1288.21,2013.565,891.05,1160.17,9992.505
730,31,23.777695,3.35047,1.37794,1.127545,1.093215,1.078515,n,0.31705,Negative,7,1,NON-ASC,23777.695,3350.47,1377.94,1127.545,1093.215,1078.515,31805.38
731,31,15.144595,1.932215,1.132555,2.04767,1.299215,1.22525,space,10.202505,Positive,14,1,NON-ASC,15144.595,1932.215,1132.555,2047.67,1299.215,1225.25,22781.5
732,31,1.11747,6.36698,1.584015,1.500785,1.36746,1.050285,space,0.00256,Negative,16,1,NON-ASC,1117.47,6366.98,1584.015,1500.785,1367.46,1050.285,12986.995
733,31,1.90677,30.727875,1.01447,0.96803,0.94733,0.98297,y,0.023415,Negative,4,1,NON-ASC,1906.77,30727.875,1014.47,968.03,947.33,982.97,36547.445
734,31,1.29752,1.928825,1.08748,0.974365,0.74761,0.770835,y,0.982265,Neutral,3,1,NON-ASC,1297.52,1928.825,1087.48,974.365,747.61,770.835,6806.635
735,31,17.943,2.45861,0.949605,0.87929,1.016555,1.029665,n,0.08921,Positive,8,1,NON-ASC,17943,2458.61,949.605,879.29,1016.555,1029.665,24276.725
736,31,1.873455,3.41931,2.73181,2.797905,1.276885,0.957465,y,4.741425,Neutral,9,1,NON-ASC,1873.455,3419.31,2731.81,2797.905,1276.885,957.465,13056.83
737,31,1.34139,2.99549,1.000115,1.072765,1.080735,0.913795,y,1.02611,Negative,1,1,NON-ASC,1341.39,2995.49,1000.115,1072.765,1080.735,913.795,8404.29
738,31,1.28189,1.88432,0.817345,0.85028,1.152275,0.984035,space,0.4506,Negative,22,1,NON-ASC,1281.89,1884.32,817.345,850.28,1152.275,984.035,6970.145
739,31,1.883015,5.248875,2.55505,8.504985,1.381855,1.14797,space,0.58695,Negative,13,1,NON-ASC,1883.015,5248.875,2555.05,8504.985,1381.855,1147.97,20721.75
740,31,1.35079,1.768885,1.03961,1.23711,1.87186,6.070375,n,0.683795,Negative,10,1,NON-ASC,1350.79,1768.885,1039.61,1237.11,1871.86,6070.375,13338.63
741,31,2.5682,1.681885,1.372245,1.804035,1.722045,1.58825,y,0.60905,Neutral,6,1,NON-ASC,2568.2,1681.885,1372.245,1804.035,1722.045,1588.25,10736.66
742,31,4.518065,2.593015,0.95263,1.068555,1.153125,1.063035,y,0.47257,Positive,2,1,NON-ASC,4518.065,2593.015,952.63,1068.555,1153.125,1063.035,11348.425
743,31,2.04096,1.64172,1.200975,1.24806,1.14945,0.95435,space,0.15149,Neutral,21,1,NON-ASC,2040.96,1641.72,1200.975,1248.06,1149.45,954.35,8235.515
744,31,4.39839,3.73275,1.08762,1.081705,1.16644,0.98733,n,1.31045,Positive,11,1,NON-ASC,4398.39,3732.75,1087.62,1081.705,1166.44,987.33,12454.235
745,32,3.0471,4.9097,1.018,3.7581,1.3394,1.7123,space,0.3977,Positive,17,1,NON-ASC,3047.1,4909.7,1018,3758.1,1339.4,1712.3,15784.6
746,32,5.1161,7.1192,3.5208,2.0751,1.4963,2.3707,space,1.4809,Neutral,24,1,NON-ASC,5116.1,7119.2,3520.8,2075.1,1496.3,2370.7,21698.2
747,32,77.5584,5.1601,22.1709,4.0299,1.7527,22.718,space,0.2449,Neutral,15,1,NON-ASC,77558.4,5160.1,22170.9,4029.9,1752.7,22718,133390
748,32,4.3334,10.7693,1.6322,1.7565,1.3177,1.6873,n,5.677,Neutral,12,1,NON-ASC,4333.4,10769.3,1632.2,1756.5,1317.7,1687.3,21496.4
749,32,9.509,7.6009,2.2171,2.6891,1.7001,2.6942,space,1.4573,Positive,14,1,NON-ASC,9509,7600.9,2217.1,2689.1,1700.1,2694.2,26410.4
750,32,5.7836,2.6382,2.236,1.8668,1.4307,1.838,y,2.6896,Neutral,9,1,NON-ASC,5783.6,2638.2,2236,1866.8,1430.7,1838,15793.3
751,32,5.4326,5.7124,1.2165,1.8084,2.5742,1.3843,space,1.1855,Negative,22,1,NON-ASC,5432.6,5712.4,1216.5,1808.4,2574.2,1384.3,18128.4
752,32,1.886,2.7022,1.422,1.9041,1.4008,1.4186,space,0.8848,Neutral,18,1,NON-ASC,1886,2702.2,1422,1904.1,1400.8,1418.6,10733.7
753,32,1.4263,2.4369,1.2378,1.7036,1.3768,1.346,n,7.7392,Positive,11,1,NON-ASC,1426.3,2436.9,1237.8,1703.6,1376.8,1346,9527.4
754,32,3.6252,2.7182,0.9408,1.3175,1.8414,1.8205,y,0.9387,Negative,1,1,NON-ASC,3625.2,2718.2,940.8,1317.5,1841.4,1820.5,12263.6
755,32,2.7797,3.0841,1.5668,2.0395,5.1189,2.2547,y,2.6509,Positive,2,1,NON-ASC,2779.7,3084.1,1566.8,2039.5,5118.9,2254.7,16843.7
756,32,11.0675,19.7422,1.2514,1.0118,1.1768,1.4574,n,1.0939,Negative,7,1,NON-ASC,11067.5,19742.2,1251.4,1011.8,1176.8,1457.4,35707.1
757,32,3.0686,5.8051,1.237,1.721,1.586,1.4073,y,5.0058,Neutral,3,1,NON-ASC,3068.6,5805.1,1237,1721,1586,1407.3,14825
758,32,4.3857,3.6008,1.0719,2.902,1.3909,1.3043,n,0.5837,Positive,8,1,NON-ASC,4385.7,3600.8,1071.9,2902,1390.9,1304.3,14655.6
759,32,5.751,5.8003,1.1426,1.3203,1.5129,1.3586,space,1.1657,Neutral,21,1,NON-ASC,5751,5800.3,1142.6,1320.3,1512.9,1358.6,16885.7
760,32,3.9419,8.779,1.0508,1.3103,1.1924,1.0858,space,0.1787,Positive,23,1,NON-ASC,3941.9,8779,1050.8,1310.3,1192.4,1085.8,17360.2
761,32,7.194,2.4564,1.5356,1.6175,1.0756,1.6521,space,0.2925,Positive,20,1,NON-ASC,7194,2456.4,1535.6,1617.5,1075.6,1652.1,15531.2
762,32,6.0906,5.9655,1.3551,1.581,1.6243,1.0538,y,1.7543,Positive,5,1,NON-ASC,6090.6,5965.5,1355.1,1581,1624.3,1053.8,17670.3
763,32,3.4602,4.7669,2.0843,1.451,1.3669,1.4334,y,16.9838,Neutral,6,1,NON-ASC,3460.2,4766.9,2084.3,1451,1366.9,1433.4,14562.7
764,32,6.2337,3.5169,1.1005,1.117,1.1836,1.0171,y,0.9169,Negative,4,1,NON-ASC,6233.7,3516.9,1100.5,1117,1183.6,1017.1,14168.8
765,32,5.067,2.8503,1.3669,1.5002,1.2838,1.8169,space,0.2347,Negative,16,1,NON-ASC,5067,2850.3,1366.9,1500.2,1283.8,1816.9,13885.1
766,32,6.3,2.3341,0.9834,2.3837,1.1676,1.4176,n,1.918,Negative,10,1,NON-ASC,6300,2334.1,983.4,2383.7,1167.6,1417.6,14586.4
767,32,5.5849,3.6836,1.0503,1.1838,1.1336,1.5169,space,1.0339,Negative,19,1,NON-ASC,5584.9,3683.6,1050.3,1183.8,1133.6,1516.9,14153.1
768,32,1.5672,2.6838,0.8508,0.9004,1.1845,0.9676,space,0.0672,Negative,13,1,NON-ASC,1567.2,2683.8,850.8,900.4,1184.5,967.6,8154.3
769,33,2.0347,2.6178,1.485,2.0018,1.8678,1.4695,space,0.1678,Negative,22,1,NON-ASC,2034.7,2617.8,1485,2001.8,1867.8,1469.5,11476.6
770,33,4.5366,2.9521,1.3018,1.9519,1.4851,1.5518,y,0.5846,Negative,4,1,NON-ASC,4536.6,2952.1,1301.8,1951.9,1485.1,1551.8,13779.3
771,33,1.1842,3.2195,1.9522,1.7017,1.5185,1.8184,y,0.4837,Neutral,6,1,NON-ASC,1184.2,3219.5,1952.2,1701.7,1518.5,1818.4,11394.5
772,33,2.3355,2.1844,1.6844,2.3522,1.6341,2.1853,space,0.1838,Positive,14,1,NON-ASC,2335.5,2184.4,1684.4,2352.2,1634.1,2185.3,12375.9
773,33,4.7536,2.4353,1.1348,1.3349,1.3183,1.3215,n,0.6288,Negative,7,1,NON-ASC,4753.6,2435.3,1134.8,1334.9,1318.3,1321.5,12298.4
774,33,6.6877,2.201,1.2846,1.5675,1.3507,1.203,n,0.385,Negative,10,1,NON-ASC,6687.7,2201,1284.6,1567.5,1350.7,1203,14294.5
775,33,4.3202,4.6365,1.2012,1.5344,1.601,1.2341,space,1.5851,Positive,23,1,NON-ASC,4320.2,4636.5,1201.2,1534.4,1601,1234.1,14527.4
776,33,2.3367,3.6351,1.7843,1.7192,1.8682,1.6348,y,0.6671,Negative,1,1,NON-ASC,2336.7,3635.1,1784.3,1719.2,1868.2,1634.8,12978.3
777,33,2.5852,2.9356,2.0184,3.2361,1.3685,1.3682,n,4.6874,Neutral,12,1,NON-ASC,2585.2,2935.6,2018.4,3236.1,1368.5,1368.2,13512
778,33,2.171,2.1854,1.4007,1.8016,1.3011,1.2354,y,0.4345,Neutral,3,1,NON-ASC,2171,2185.4,1400.7,1801.6,1301.1,1235.4,10095.2
779,33,2.1845,2.7346,1.1513,1.5521,1.4172,2.0178,y,0.4855,Neutral,9,1,NON-ASC,2184.5,2734.6,1151.3,1552.1,1417.2,2017.8,11057.5
780,33,3.1522,5.1696,2.1521,1.4514,1.3016,1.1673,space,0.5179,Neutral,21,1,NON-ASC,3152.2,5169.6,2152.1,1451.4,1301.6,1167.3,14394.2
781,33,4.3194,3.3208,1.1679,1.2681,1.2017,1.2346,space,0.8006,Negative,19,1,NON-ASC,4319.4,3320.8,1167.9,1268.1,1201.7,1234.6,12512.5
782,33,1.4358,4.8689,1.1174,2.2355,1.4348,1.3183,n,0.518,Positive,11,1,NON-ASC,1435.8,4868.9,1117.4,2235.5,1434.8,1318.3,12410.7
783,33,3.052,2.5676,1.5174,1.7848,2.3686,1.1506,y,0.5502,Positive,5,1,NON-ASC,3052,2567.6,1517.4,1784.8,2368.6,1150.6,12441
784,33,3.319,2.7681,1.4514,1.552,1.8683,1.4349,y,1.7723,Positive,2,1,NON-ASC,3319,2768.1,1451.4,1552,1868.3,1434.9,12393.7
785,33,2.8682,3.7194,1.5849,1.3007,1.4172,1.1508,space,1.4512,Neutral,15,1,NON-ASC,2868.2,3719.4,1584.9,1300.7,1417.2,1150.8,12041.2
786,33,2.9688,2.4179,1.368,1.7177,1.102,1.8008,space,0.2835,Positive,20,1,NON-ASC,2968.8,2417.9,1368,1717.7,1102,1800.8,11375.2
787,33,2.7849,2.435,2.1187,1.485,1.5016,1.4848,space,0.5175,Neutral,24,1,NON-ASC,2784.9,2435,2118.7,1485,1501.6,1484.8,11810
788,33,1.9539,2.8687,1.2507,1.7342,1.5351,1.2013,n,0.3679,Positive,8,1,NON-ASC,1953.9,2868.7,1250.7,1734.2,1535.1,1201.3,10543.9
789,33,3.1025,2.2185,1.0675,1.4174,1.3348,1.1679,space,0.0843,Negative,13,1,NON-ASC,3102.5,2218.5,1067.5,1417.4,1334.8,1167.9,10308.6
790,33,1.8012,2.4179,1.3847,1.801,1.2673,1.0841,space,0.0638,Neutral,18,1,NON-ASC,1801.2,2417.9,1384.7,1801,1267.3,1084.1,9756.2
791,33,2.4181,2.3519,1.3347,1.9517,1.7186,1.4349,space,0.1343,Negative,16,1,NON-ASC,2418.1,2351.9,1334.7,1951.7,1718.6,1434.9,11209.9
792,33,2.0687,2.0008,1.1005,1.3018,1.2524,1.2014,space,0.2851,Positive,17,1,NON-ASC,2068.7,2000.8,1100.5,1301.8,1252.4,1201.4,8925.6
793,34,2.1738,4.7238,1.3994,2.5982,2.1994,2.2536,n,1.2778,Positive,11,1,NON-ASC,2173.8,4723.8,1399.4,2598.2,2199.4,2253.6,15348.2
794,34,3.1052,3.9002,1.6874,2.8045,2.6773,1.9437,space,0.0698,Neutral,21,1,NON-ASC,3105.2,3900.2,1687.4,2804.5,2677.3,1943.7,16118.3
795,34,1.472,5.2134,1.7334,2.5836,2.4427,1.592,n,0.8227,Positive,8,1,NON-ASC,1472,5213.4,1733.4,2583.6,2442.7,1592,15037.1
796,34,2.3951,3.1976,1.6976,2.1044,1.9334,1.3892,y,1.2952,Neutral,3,1,NON-ASC,2395.1,3197.6,1697.6,2104.4,1933.4,1389.2,12717.3
797,34,2.6266,3.885,1.3879,1.9555,1.8145,1.8005,space,0.5558,Positive,17,1,NON-ASC,2626.6,3885,1387.9,1955.5,1814.5,1800.5,13470
798,34,1.5477,2.9733,1.7543,2.2756,2.0162,1.9192,n,0.9945,Negative,10,1,NON-ASC,1547.7,2973.3,1754.3,2275.6,2016.2,1919.2,12486.3
799,34,3.8931,13.2781,2.6054,1.9482,4.5144,1.9621,y,1.435,Positive,2,1,NON-ASC,3893.1,13278.1,2605.4,1948.2,4514.4,1962.1,28201.3
800,34,4.5119,3.5601,1.5079,2.1825,4.5896,1.9812,y,1.1592,Neutral,9,1,NON-ASC,4511.9,3560.1,1507.9,2182.5,4589.6,1981.2,18333.2
801,34,1.9982,4.4025,1.5855,1.9534,1.9518,1.9154,space,0.5882,Neutral,18,1,NON-ASC,1998.2,4402.5,1585.5,1953.4,1951.8,1915.4,13806.8
802,34,1.7831,2.8362,2.6198,1.7526,2.0695,3.969,y,1.5525,Neutral,6,1,NON-ASC,1783.1,2836.2,2619.8,1752.6,2069.5,3969,15030.2
803,34,4.5698,5.2183,2.3215,1.5651,1.5832,1.6652,space,0.7798,Neutral,15,1,NON-ASC,4569.8,5218.3,2321.5,1565.1,1583.2,1665.2,16923.1
804,34,2.0779,4.3687,1.3512,1.9825,2.6762,1.4844,space,1.0456,Negative,22,1,NON-ASC,2077.9,4368.7,1351.2,1982.5,2676.2,1484.4,13940.9
805,34,2.4848,4.4811,1.3831,1.5672,3.1361,2.1022,space,0.464,Neutral,24,1,NON-ASC,2484.8,4481.1,1383.1,1567.2,3136.1,2102.2,15154.5
806,34,4.2472,3.7691,3.4868,1.4843,1.4986,2.3588,space,0.6486,Negative,19,1,NON-ASC,4247.2,3769.1,3486.8,1484.3,1498.6,2358.8,16844.8
807,34,1.1204,3.5244,2.6298,1.6864,1.4495,1.5159,n,2.4202,Neutral,12,1,NON-ASC,1120.4,3524.4,2629.8,1686.4,1449.5,1515.9,11926.4
808,34,8.676,3.8472,2.2163,1.6962,2.0045,2.3826,space,0.6061,Positive,20,1,NON-ASC,8676,3847.2,2216.3,1696.2,2004.5,2382.6,20822.8
809,34,2.2326,3.4661,1.7499,1.8517,1.4581,1.9901,n,1.3201,Negative,7,1,NON-ASC,2232.6,3466.1,1749.9,1851.7,1458.1,1990.1,12748.5
810,34,1.7886,6.2444,1.6415,1.8123,2.5756,1.3057,space,0.8892,Negative,16,1,NON-ASC,1788.6,6244.4,1641.5,1812.3,2575.6,1305.7,15368.1
811,34,2.6969,6.0005,1.7083,1.9544,3.1807,1.1751,y,1.2849,Positive,5,1,NON-ASC,2696.9,6000.5,1708.3,1954.4,3180.7,1175.1,16715.9
812,34,34.0092,4.648,1.3193,1.1479,1.9073,1.681,space,0.4939,Negative,13,1,NON-ASC,34009.2,4648,1319.3,1147.9,1907.3,1681,44712.7
813,34,3.6505,3.5856,1.1025,1.687,2.0528,2.2856,y,1.4191,Negative,4,1,NON-ASC,3650.5,3585.6,1102.5,1687,2052.8,2285.6,14364
814,34,3.3011,6.8288,3.7191,1.4542,2.1202,2.0194,space,0.5362,Positive,23,1,NON-ASC,3301.1,6828.8,3719.1,1454.2,2120.2,2019.4,19442.8
815,34,1.146,7.8314,1.8998,1.6218,2.7163,1.3819,y,0.9353,Negative,1,1,NON-ASC,1146,7831.4,1899.8,1621.8,2716.3,1381.9,16597.2
816,34,2.7279,5.2901,1.5882,1.6707,1.9705,1.8588,space,0.2091,Positive,14,1,NON-ASC,2727.9,5290.1,1588.2,1670.7,1970.5,1858.8,15106.2
817,35,2.337,1.567,1.184,1.384,0.967,1.732,space,0.288,Positive,14,1,NON-ASC,2337,1567,1184,1384,967,1732,9171
818,35,4.504,2.454,1,1.223,2.251,0.651,y,3.271,Positive,5,1,NON-ASC,4504,2454,1000,1223,2251,651,12083
819,35,0.831,1.715,1.236,2.186,1.2,5.205,n,1.202,Neutral,12,1,NON-ASC,831,1715,1236,2186,1200,5205,12373
820,35,4.687,14.262,0.966,2.14,1.717,1.172,space,1.637,Positive,17,1,NON-ASC,4687,14262,966,2140,1717,1172,24944
821,35,0.899,4.319,2.036,1.471,2.985,2.92,y,1.337,Negative,1,1,NON-ASC,899,4319,2036,1471,2985,2920,14630
822,35,4.136,2.669,1.017,4.954,0.987,1.336,space,0.453,Neutral,24,1,NON-ASC,4136,2669,1017,4954,987,1336,15099
823,35,12.177,2.737,0.966,1.901,1.117,1.266,n,0.635,Negative,10,1,NON-ASC,12177,2737,966,1901,1117,1266,20164
824,35,1.654,2.151,0.952,1.6,4.972,1.083,space,0.454,Neutral,15,1,NON-ASC,1654,2151,952,1600,4972,1083,12412
825,35,0.915,3.201,1.3,1.348,0.902,1.049,space,0.7,Negative,16,1,NON-ASC,915,3201,1300,1348,902,1049,8715
826,35,2.851,4.156,1.035,0.899,0.934,1.355,space,0.751,Positive,20,1,NON-ASC,2851,4156,1035,899,934,1355,11230
827,35,1.322,4.821,0.934,1.735,5.373,1.016,space,1.033,Negative,22,1,NON-ASC,1322,4821,934,1735,5373,1016,15201
828,35,3.819,5.759,1.467,1.169,1.42,5.606,space,0.286,Neutral,21,1,NON-ASC,3819,5759,1467,1169,1420,5606,19240
829,35,2.978,8.224,1.112,1.535,1.617,1.167,y,3.37,Positive,2,1,NON-ASC,2978,8224,1112,1535,1617,1167,16633
830,35,1.739,2.024,0.772,1.517,1.083,0.967,space,0.367,Neutral,18,1,NON-ASC,1739,2024,772,1517,1083,967,8102
831,35,2.2,5.237,2.253,1.206,189.155,1.134,n,1.102,Negative,7,1,NON-ASC,2200,5237,2253,1206,189155,1134,201185
832,35,0.951,1.916,1.235,1.366,1.716,1.322,n,0.57,Positive,8,1,NON-ASC,951,1916,1235,1366,1716,1322,8506
833,35,5.071,1.467,0.95,0.982,1.204,1.032,space,0.226,Negative,19,1,NON-ASC,5071,1467,950,982,1204,1032,10706
834,35,1.733,3.433,0.895,1.505,0.803,0.89,space,0.973,Positive,23,1,NON-ASC,1733,3433,895,1505,803,890,9259
835,35,3.87,2.219,1.083,1.235,1.167,0.855,y,0.651,Neutral,3,1,NON-ASC,3870,2219,1083,1235,1167,855,10429
836,35,0.949,2.049,0.705,0.867,1.822,0.801,space,0.107,Negative,13,1,NON-ASC,949,2049,705,867,1822,801,7193
