,participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number,Group_Status,RT1ms,RT2ms,RT3ms,RT4ms,RT5ms,RT6ms,TT
837,35,1.351,2.652,0.919,0.835,2.568,1.017,n,1.736,Positive,11,1,NON-ASC,1351,2652,919,835,2568,1017,9342
838,35,1.116,1.535,0.632,1.282,1.115,1.216,y,0.621,Negative,4,1,NON-ASC,1116,1535,632,1282,1115,1216,6896
839,35,3.056,1.3,1.6,2.017,2.117,1.304,y,0.836,Neutral,6,1,NON-ASC,3056,1300,1600,2017,2117,1304,11394
840,35,2.268,2.832,1.538,0.933,1.585,1.554,y,0.468,Neutral,9,1,NON-ASC,2268,2832,1538,933,1585,1554,10710
841,36,5.0518,7.8471,1.7304,1.7934,2.6397,1.6401,space,1.3673,Negative,17,1,NON-ASC,5051.8,7847.1,1730.4,1793.4,2639.7,1640.1,20702.5
842,36,7.5711,11.6429,2.7444,1.6826,2.0886,0.972,y,1.926,Negative,5,1,NON-ASC,7571.1,11642.9,2744.4,1682.6,2088.6,972,26701.6
843,36,22.0953,11.4692,1.1742,1.4249,1.4198,1.6501,space,2.2964,Negative,23,1,NON-ASC,22095.3,11469.2,1174.2,1424.9,1419.8,1650.1,39233.5
844,36,6.6112,5.3494,2.1751,1.2893,1.7543,1.4937,space,0.9225,Neutral,13,1,NON-ASC,6611.2,5349.4,2175.1,1289.3,1754.3,1493.7,18673
845,36,5.9956,3.6176,2.9324,2.2253,1.5851,1.7884,n,3.0329,Positive,12,1,NON-ASC,5995.6,3617.6,2932.4,2225.3,1585.1,1788.4,18144.4
846,36,9.5728,10.039,1.1621,2.1575,1.6926,2.0387,space,1.0676,Positive,24,1,NON-ASC,9572.8,10039,1162.1,2157.5,1692.6,2038.7,26662.7
847,36,2.8721,3.4213,1.6853,2.4594,2.106,2.2908,n,0.4823,Negative,8,1,NON-ASC,2872.1,3421.3,1685.3,2459.4,2106,2290.8,14834.9
848,36,5.3093,2.7612,1.2349,1.5716,1.9493,1.1798,space,0.4617,Positive,21,1,NON-ASC,5309.3,2761.2,1234.9,1571.6,1949.3,1179.8,14006.1
849,36,4.2932,3.16,1.6896,1.6989,1.3297,1.1744,n,10.076,Neutral,10,1,NON-ASC,4293.2,3160,1689.6,1698.9,1329.7,1174.4,13345.8
850,36,2.8925,2.2781,0.8825,1.8104,2.029,1.6477,y,1.3486,Positive,6,1,NON-ASC,2892.5,2278.1,882.5,1810.4,2029,1647.7,11540.2
851,36,5.9933,2.797,0.9992,0.999,1.6612,1.0473,y,0.6883,Neutral,4,1,NON-ASC,5993.3,2797,999.2,999,1661.2,1047.3,13497
852,36,4.3178,4.9686,2.6361,2.0792,2.0659,1.3218,space,0.288,Neutral,16,1,NON-ASC,4317.8,4968.6,2636.1,2079.2,2065.9,1321.8,17389.4
853,36,5.8228,5.8079,1.9518,1.1096,1.3412,1.4109,y,0.9343,Neutral,1,1,NON-ASC,5822.8,5807.9,1951.8,1109.6,1341.2,1410.9,17444.2
854,36,5.0541,3.1705,0.9829,1.2337,2.6456,1.398,space,0.5518,Neutral,22,1,NON-ASC,5054.1,3170.5,982.9,1233.7,2645.6,1398,14484.8
855,36,8.1914,2.3513,0.934,1.5907,0.914,3.3216,n,1.2727,Neutral,7,1,NON-ASC,8191.4,2351.3,934,1590.7,914,3321.6,17303
856,36,5.8357,3.2055,1.0936,1.1564,0.9136,2.0111,space,0.0354,Negative,14,1,NON-ASC,5835.7,3205.5,1093.6,1156.4,913.6,2011.1,14215.9
857,36,2.5844,2.6364,0.6671,0.7631,1.1811,1.2507,space,0.9698,Negative,20,1,NON-ASC,2584.4,2636.4,667.1,763.1,1181.1,1250.7,9082.8
858,36,38.0941,8.4091,0.7131,1.1753,1.3933,1.6926,space,0.0023,Positive,18,1,NON-ASC,38094.1,8409.1,713.1,1175.3,1393.3,1692.6,51477.5
859,36,3.6063,2.3556,0.9311,1.6071,1.4578,0.8256,y,0.5538,Positive,3,1,NON-ASC,3606.3,2355.6,931.1,1607.1,1457.8,825.6,10783.5
860,36,14.1688,5.6884,0.7322,1.2316,1.1417,1.48,y,0.9836,Negative,2,1,NON-ASC,14168.8,5688.4,732.2,1231.6,1141.7,1480,24442.7
861,36,6.2537,2.4605,0.8989,0.8505,1.4821,1.0149,space,0.5351,Neutral,19,1,NON-ASC,6253.7,2460.5,898.9,850.5,1482.1,1014.9,12960.6
862,36,12.6644,6.3245,1.1643,0.6011,0.3989,1.1996,space,0.4013,Positive,15,1,NON-ASC,12664.4,6324.5,1164.3,601.1,398.9,1199.6,22352.8
863,36,4.8254,2.7125,0.724,1.4516,0.8729,1.3988,y,0.568,Positive,9,1,NON-ASC,4825.4,2712.5,724,1451.6,872.9,1398.8,11985.2
864,36,3.1817,3.845,0.734,0.8331,1.1657,1.083,n,2.3815,Negative,11,1,NON-ASC,3181.7,3845,734,833.1,1165.7,1083,10842.5
865,37,2.0456,4.1587,1.2758,2.0488,1.5827,1.1578,space,0.1913,Negative,18,1,NON-ASC,2045.6,4158.7,1275.8,2048.8,1582.7,1157.8,12269.4
866,37,2.0635,2.1389,1.4358,1.9407,1.5424,1.3858,y,0.7538,Neutral,2,1,NON-ASC,2063.5,2138.9,1435.8,1940.7,1542.4,1385.8,10507.1
867,37,1.6989,3.5198,1.3876,1.2615,1.2332,0.9933,n,1.6956,Positive,10,1,NON-ASC,1698.9,3519.8,1387.6,1261.5,1233.2,993.3,10094.3
868,37,1.9029,2.5911,0.958,1.1949,1.3002,2.6548,space,0.617,Positive,22,1,NON-ASC,1902.9,2591.1,958,1194.9,1300.2,2654.8,10601.9
869,37,1.0033,1.9908,1.1335,1.886,1.9008,0.8859,n,1.1721,Neutral,11,1,NON-ASC,1003.3,1990.8,1133.5,1886,1900.8,885.9,8800.3
870,37,1.7342,8.5322,0.9674,1.3238,0.9252,1.4021,space,0.7194,Negative,15,1,NON-ASC,1734.2,8532.2,967.4,1323.8,925.2,1402.1,14884.9
871,37,1.2129,2.4107,0.7599,0.9046,1.7332,0.9518,space,0.0061,Positive,13,1,NON-ASC,1212.9,2410.7,759.9,904.6,1733.2,951.8,7973.1
872,37,1.2701,1.9547,1.1389,1.0331,1.5029,1.5004,n,1.621,Neutral,8,1,NON-ASC,1270.1,1954.7,1138.9,1033.1,1502.9,1500.4,8400.1
873,37,1.2172,5.1533,1.1708,1.1945,1.0756,1.3008,space,0.6897,Positive,16,1,NON-ASC,1217.2,5153.3,1170.8,1194.5,1075.6,1300.8,11112.2
874,37,2.1691,1.9334,0.8934,1.1099,1.1029,0.9687,space,0.2284,Neutral,17,1,NON-ASC,2169.1,1933.4,893.4,1109.9,1102.9,968.7,8177.4
875,37,2.2816,1.6316,0.7807,1.1856,1.4686,1.2849,y,0.7391,Positive,4,1,NON-ASC,2281.6,1631.6,780.7,1185.6,1468.6,1284.9,8633
876,37,0.8719,1.5808,0.8976,1.1402,0.8826,0.972,y,4.8879,Negative,12,1,NON-ASC,871.9,1580.8,897.6,1140.2,882.6,972,6345.1
877,37,1.5811,2.3763,1.2382,1.0165,0.8695,1.1974,n,1.7543,Positive,7,1,NON-ASC,1581.1,2376.3,1238.2,1016.5,869.5,1197.4,8279
878,37,1.5724,2.4954,0.8549,0.9677,0.9372,2.0506,space,0.0409,Neutral,14,1,NON-ASC,1572.4,2495.4,854.9,967.7,937.2,2050.6,8878.2
879,37,1.4823,1.432,0.9146,1.2518,1.06,1.0784,y,0.1357,Negative,6,1,NON-ASC,1482.3,1432,914.6,1251.8,1060,1078.4,7219.1
880,37,4.0273,3.1869,0.586,0.9177,0.8952,0.8648,y,0.4023,Negative,9,1,NON-ASC,4027.3,3186.9,586,917.7,895.2,864.8,10477.9
881,37,2.6408,3.3415,0.7674,0.6921,1.0978,0.9584,space,0.0715,Negative,24,1,NON-ASC,2640.8,3341.5,767.4,692.1,1097.8,958.4,9498
882,37,1.0922,1.636,0.7337,0.7473,0.8106,0.9885,space,0.221,Positive,19,1,NON-ASC,1092.2,1636,733.7,747.3,810.6,988.5,6008.3
883,37,0.7375,2.9397,0.8991,0.8033,1.2831,0.8138,y,0.4551,Positive,1,1,NON-ASC,737.5,2939.7,899.1,803.3,1283.1,813.8,7476.5
884,37,1.4507,3.14,0.731,0.8752,0.7807,1.0635,space,0.3191,Neutral,23,1,NON-ASC,1450.7,3140,731,875.2,780.7,1063.5,8041.1
885,37,2.0798,2.4814,1.3642,0.8997,1.2108,1.3975,space,0.0434,Neutral,20,1,NON-ASC,2079.8,2481.4,1364.2,899.7,1210.8,1397.5,9433.4
886,37,2.0831,1.9676,0.6989,1.1258,0.8345,0.8189,y,0.6594,Negative,3,1,NON-ASC,2083.1,1967.6,698.9,1125.8,834.5,818.9,7528.8
887,37,3.9268,2.2057,0.9002,1.0782,1.2181,0.7267,y,0.338,Neutral,5,1,NON-ASC,3926.8,2205.7,900.2,1078.2,1218.1,726.7,10055.7
888,37,4.0246,1.6153,0.8644,0.7758,0.7796,0.8991,space,0.0254,Negative,21,1,NON-ASC,4024.6,1615.3,864.4,775.8,779.6,899.1,8958.8
889,38,3.0065,3.9047,1.9697,1.7021,2.9711,2.4021,space,0.1358,Neutral,23,1,NON-ASC,3006.5,3904.7,1969.7,1702.1,2971.1,2402.1,15956.2
890,38,2.2702,3.3867,1.8356,1.736,1.7523,1.9557,space,3.587,Negative,15,1,NON-ASC,2270.2,3386.7,1835.6,1736,1752.3,1955.7,12936.5
891,38,2.2029,2.6698,1.2189,3.6551,3.0222,1.4061,space,0.15,Positive,13,1,NON-ASC,2202.9,2669.8,1218.9,3655.1,3022.2,1406.1,14175
892,38,3.6873,3.7049,2.6356,1.7519,1.8358,1.5517,y,1.0013,Positive,4,1,NON-ASC,3687.3,3704.9,2635.6,1751.9,1835.8,1551.7,15167.2
893,38,3.5048,2.6365,1.4683,2.0043,1.8518,2.8374,y,0.8352,Negative,9,1,NON-ASC,3504.8,2636.5,1468.3,2004.3,1851.8,2837.4,14303.1
894,38,2.9881,3.2532,1.9036,1.785,1.9537,1.7527,space,1.5681,Negative,21,1,NON-ASC,2988.1,3253.2,1903.6,1785,1953.7,1752.7,13636.3
895,38,2.7204,8.977,2.0363,1.7691,1.7015,1.9358,n,1.3706,Neutral,11,1,NON-ASC,2720.4,8977,2036.3,1769.1,1701.5,1935.8,19140.1
896,38,2.6095,4.7386,2.0551,2.7364,1.6685,2.0529,n,0.868,Neutral,8,1,NON-ASC,2609.5,4738.6,2055.1,2736.4,1668.5,2052.9,15861
897,38,2.7367,3.3051,2.0698,3.1882,2.2195,1.6865,space,0.5308,Positive,16,1,NON-ASC,2736.7,3305.1,2069.8,3188.2,2219.5,1686.5,15205.8
898,38,2.4854,6.3391,1.3363,2.2691,1.5521,2.0194,space,1.5028,Neutral,14,1,NON-ASC,2485.4,6339.1,1336.3,2269.1,1552.1,2019.4,16001.4
899,38,5.0885,3.2537,1.9517,2.3369,2.2857,2.1362,space,0.4348,Neutral,20,1,NON-ASC,5088.5,3253.7,1951.7,2336.9,2285.7,2136.2,17052.7
900,38,3.2212,2.8703,1.3683,2.2351,1.9692,3.1528,space,0.4502,Positive,19,1,NON-ASC,3221.2,2870.3,1368.3,2235.1,1969.2,3152.8,14816.9
901,38,1.6855,4.955,2.5025,1.4696,1.3523,2.1192,y,3.2874,Negative,12,1,NON-ASC,1685.5,4955,2502.5,1469.6,1352.3,2119.2,14084.1
902,38,8.376,4.0216,1.5845,1.3181,2.3201,1.5353,y,5.3719,Positive,1,1,NON-ASC,8376,4021.6,1584.5,1318.1,2320.1,1535.3,19155.6
903,38,2.1022,4.7051,1.635,1.8015,1.4505,1.1174,y,1.1523,Negative,3,1,NON-ASC,2102.2,4705.1,1635,1801.5,1450.5,1117.4,12811.7
904,38,2.7693,3.0872,1.3854,1.7528,1.5016,1.9364,space,0.1518,Neutral,17,1,NON-ASC,2769.3,3087.2,1385.4,1752.8,1501.6,1936.4,12432.7
905,38,2.8709,3.787,1.9368,1.6191,1.4527,1.9857,y,1.1348,Negative,6,1,NON-ASC,2870.9,3787,1936.8,1619.1,1452.7,1985.7,13652.2
906,38,2.4703,3.9875,1.3519,2.3362,1.4529,2.0034,space,0.8171,Negative,18,1,NON-ASC,2470.3,3987.5,1351.9,2336.2,1452.9,2003.4,13602.2
907,38,2.4359,4.6226,1.6033,1.5018,1.9199,2.3534,space,1.1524,Negative,24,1,NON-ASC,2435.9,4622.6,1603.3,1501.8,1919.9,2353.4,14436.9
908,38,1.936,2.3864,1.2348,1.5358,1.5017,1.3688,n,1.0351,Positive,10,1,NON-ASC,1936,2386.4,1234.8,1535.8,1501.7,1368.8,9963.5
909,38,3.5893,5.3895,1.5865,2.2187,2.988,1.0021,y,1.8025,Neutral,5,1,NON-ASC,3589.3,5389.5,1586.5,2218.7,2988,1002.1,16774.1
910,38,3.671,3.7042,1.4184,2.1694,1.4687,1.1015,space,2.4529,Positive,22,1,NON-ASC,3671,3704.2,1418.4,2169.4,1468.7,1101.5,13533.2
911,38,4.0728,3.1714,1.585,2.3859,1.2685,2.0026,n,0.8516,Positive,7,1,NON-ASC,4072.8,3171.4,1585,2385.9,1268.5,2002.6,14486.2
912,38,4.9374,3.8878,2.5196,2.6026,2.6046,2.4379,y,1.7023,Neutral,2,1,NON-ASC,4937.4,3887.8,2519.6,2602.6,2604.6,2437.9,18989.9
913,39,2.3312,3.2478,1.665,1.5822,2.2661,1.9977,y,0.9508,Negative,6,1,NON-ASC,2331.2,3247.8,1665,1582.2,2266.1,1997.7,13090
914,39,2.996,2.8154,2.8649,1.5308,1.0157,1.5313,space,2.6863,Neutral,14,1,NON-ASC,2996,2815.4,2864.9,1530.8,1015.7,1531.3,12754.1
915,39,2.3627,2.4148,1.2844,1.2461,1.4324,0.6974,space,2.4842,Positive,19,1,NON-ASC,2362.7,2414.8,1284.4,1246.1,1432.4,697.4,9437.8
916,39,1.9015,2.3847,0.8856,1.357,1.1006,2.2682,space,1.6188,Negative,24,1,NON-ASC,1901.5,2384.7,885.6,1357,1100.6,2268.2,9897.6
917,39,1.9671,1.7489,1.8481,1.9011,0.7675,0.8022,space,1.4002,Positive,16,1,NON-ASC,1967.1,1748.9,1848.1,1901.1,767.5,802.2,9034.9
918,39,2.8051,1.9688,1.1873,1.5836,1.3355,1.0171,y,0.503,Neutral,5,1,NON-ASC,2805.1,1968.8,1187.3,1583.6,1335.5,1017.1,9897.4
919,39,2.6853,2.3695,0.9858,2.2191,1.4011,1.4528,y,0.4851,Negative,9,1,NON-ASC,2685.3,2369.5,985.8,2219.1,1401.1,1452.8,11113.6
920,39,1.55,3.9331,1.5502,1.1534,1.0186,0.9033,y,0.9893,Negative,3,1,NON-ASC,1550,3933.1,1550.2,1153.4,1018.6,903.3,10108.6
921,39,0.9335,2.204,1.3993,0.9692,1.2173,1.3178,y,0.5201,Positive,1,1,NON-ASC,933.5,2204,1399.3,969.2,1217.3,1317.8,8041.1
922,39,2.35,1.4841,1.4713,1.4326,1.4844,1.5673,n,1.0038,Positive,10,1,NON-ASC,2350,1484.1,1471.3,1432.6,1484.4,1567.3,9789.7
923,39,2.1862,2.9833,0.8682,1.6191,1.2192,0.9308,space,0.8,Positive,22,1,NON-ASC,2186.2,2983.3,868.2,1619.1,1219.2,930.8,9806.8
924,39,2.517,2.1672,1.1189,1.2038,1.3339,1.9663,y,0.5038,Neutral,2,1,NON-ASC,2517,2167.2,1118.9,1203.8,1333.9,1966.3,10307.1
925,39,1.3179,2.1379,0.8539,0.8012,0.8357,0.7161,space,1.8684,Negative,15,1,NON-ASC,1317.9,2137.9,853.9,801.2,835.7,716.1,6662.7
926,39,0.9504,3.2811,0.6834,0.6022,1.085,1.1173,space,1.2324,Neutral,17,1,NON-ASC,950.4,3281.1,683.4,602.2,1085,1117.3,7719.4
927,39,1.7847,3.8529,1.1271,1.4317,1.0352,0.8507,space,0.3825,Neutral,23,1,NON-ASC,1784.7,3852.9,1127.1,1431.7,1035.2,850.7,10082.3
928,39,0.7468,1.9175,0.6152,0.5201,0.9035,0.8363,n,1.051,Positive,7,1,NON-ASC,746.8,1917.5,615.2,520.1,903.5,836.3,5539.4
929,39,1.832,1.4682,1.0522,0.8823,0.937,1.1382,n,0.8047,Negative,12,1,NON-ASC,1832,1468.2,1052.2,882.3,937,1138.2,7309.9
930,39,1.7885,2.418,0.9018,0.767,0.7882,0.9539,space,0.1858,Neutral,20,1,NON-ASC,1788.5,2418,901.8,767,788.2,953.9,7617.4
931,39,2.3677,1.5005,1.3662,1.0161,1.1847,0.7838,n,3.8633,Neutral,8,1,NON-ASC,2367.7,1500.5,1366.2,1016.1,1184.7,783.8,8219
932,39,1.9015,2.8002,0.6658,0.6548,1.1012,0.8848,space,1.7527,Negative,21,1,NON-ASC,1901.5,2800.2,665.8,654.8,1101.2,884.8,8008.3
933,39,1.0046,3.2339,0.8834,1.1675,1.253,1.4839,space,0.1018,Positive,13,1,NON-ASC,1004.6,3233.9,883.4,1167.5,1253,1483.9,9026.3
934,39,2.1043,1.4655,1.3682,1.2679,1.1317,0.8691,n,1.8215,Positive,4,1,NON-ASC,2104.3,1465.5,1368.2,1267.9,1131.7,869.1,8206.7
935,39,1.6497,3.1832,1.3193,2.4656,1.3357,0.5665,n,1.0514,Neutral,11,1,NON-ASC,1649.7,3183.2,1319.3,2465.6,1335.7,566.5,10520
936,39,2.5334,2.9841,0.8353,1.1662,1.4399,0.7539,space,1.9831,Negative,18,1,NON-ASC,2533.4,2984.1,835.3,1166.2,1439.9,753.9,9712.8
937,40,2.6575,2.6903,1.4272,1.9466,1.538,2.0862,y,1.8772,Negative,6,1,NON-ASC,2657.5,2690.3,1427.2,1946.6,1538,2086.2,12345.8
938,40,4.1305,2.3286,1.2278,1.2991,1.7635,1.2501,y,1.7517,Neutral,2,1,NON-ASC,4130.5,2328.6,1227.8,1299.1,1763.5,1250.1,11999.6
939,40,3.7856,2.8579,1.0139,1.804,1.4354,2.0997,space,1.2234,Negative,24,1,NON-ASC,3785.6,2857.9,1013.9,1804,1435.4,2099.7,12996.5
940,40,4.5148,2.7278,0.9442,1.2392,0.9976,2.6686,space,1.8607,Neutral,14,1,NON-ASC,4514.8,2727.8,944.2,1239.2,997.6,2668.6,13092.2
941,40,3.075,1.4287,0.903,0.7273,0.8724,1.0448,space,0.3382,Negative,21,1,NON-ASC,3075,1428.7,903,727.3,872.4,1044.8,8051.2
942,40,2.1367,1.942,1.0819,0.71,1.1875,0.7367,y,0.891,Positive,1,1,NON-ASC,2136.7,1942,1081.9,710,1187.5,736.7,7794.8
943,40,3.1929,1.7754,0.8531,0.985,0.7527,0.8172,y,2.338,Negative,3,1,NON-ASC,3192.9,1775.4,853.1,985,752.7,817.2,8376.3
944,40,1.3274,1.1948,0.9251,0.7026,0.9384,1.3282,n,1.8708,Neutral,11,1,NON-ASC,1327.4,1194.8,925.1,702.6,938.4,1328.2,6416.5
945,40,2.7474,1.3877,0.7059,0.7739,1.8866,1.2608,y,0.4732,Positive,4,1,NON-ASC,2747.4,1387.7,705.9,773.9,1886.6,1260.8,8762.3
946,40,1.7887,1.2249,0.8195,0.6193,0.9114,1.292,space,0.0348,Neutral,20,1,NON-ASC,1788.7,1224.9,819.5,619.3,911.4,1292,6655.8
947,40,3.2506,1.407,1.4304,0.953,1.0945,1.208,space,0.013,Negative,15,1,NON-ASC,3250.6,1407,1430.4,953,1094.5,1208,9343.5
948,40,2.2702,1.8577,0.6435,0.8538,1.4354,1.0477,space,0.4405,Neutral,17,1,NON-ASC,2270.2,1857.7,643.5,853.8,1435.4,1047.7,8108.3
949,40,2.6224,1.4929,0.6041,1.595,1.7573,1.3463,y,0.6848,Negative,9,1,NON-ASC,2622.4,1492.9,604.1,1595,1757.3,1346.3,9418
950,40,1.5929,1.6316,0.9977,0.8072,1.8232,1.8977,space,0.6889,Positive,19,1,NON-ASC,1592.9,1631.6,997.7,807.2,1823.2,1897.7,8750.3
951,40,1.182,1.4319,1.5749,1.47,1.2364,1.2331,n,0.4191,Positive,10,1,NON-ASC,1182,1431.9,1574.9,1470,1236.4,1233.1,8128.3
952,40,1.6931,1.1004,1.3311,0.9952,1.7325,1.0191,y,1.5799,Neutral,5,1,NON-ASC,1693.1,1100.4,1331.1,995.2,1732.5,1019.1,7871.4
953,40,1.6534,2.7255,1.2634,1.3551,1.2034,1.4646,space,0.463,Positive,16,1,NON-ASC,1653.4,2725.5,1263.4,1355.1,1203.4,1464.6,9665.4
954,40,1.6759,1.3728,1.3068,1.2142,1.1363,1.3912,space,0.7311,Positive,22,1,NON-ASC,1675.9,1372.8,1306.8,1214.2,1136.3,1391.2,8097.2
955,40,4.3041,1.4956,0.8949,0.8516,1.0531,0.6863,space,0.3198,Neutral,23,1,NON-ASC,4304.1,1495.6,894.9,851.6,1053.1,686.3,9285.6
956,40,1.0695,1.0877,0.7367,0.8971,0.8698,0.8701,n,0.3094,Neutral,8,1,NON-ASC,1069.5,1087.7,736.7,897.1,869.8,870.1,5530.9
957,40,0.7779,0.9065,0.8176,0.7064,0.8355,0.6685,space,0.4191,Positive,13,1,NON-ASC,777.9,906.5,817.6,706.4,835.5,668.5,4712.4
958,40,2.3862,1.2603,0.9361,0.7696,0.7034,0.9192,n,0.3365,Positive,7,1,NON-ASC,2386.2,1260.3,936.1,769.6,703.4,919.2,6974.8
959,40,1.0103,1.0281,0.9025,0.7629,0.7361,0.7937,space,0.5825,Negative,18,1,NON-ASC,1010.3,1028.1,902.5,762.9,736.1,793.7,5233.6
960,40,0.9233,1.0231,0.8173,0.6915,0.8758,0.7438,n,1.0689,Negative,12,1,NON-ASC,923.3,1023.1,817.3,691.5,875.8,743.8,5074.8
961,42,1.703,3.0212,1.2015,1.4023,1.103,1.2014,n,6.3413,Positive,12,1,NON-ASC,1703,3021.2,1201.5,1402.3,1103,1201.4,9632.4
962,42,2.8711,7.1085,1.1846,1.2022,1.3853,1.0026,y,0.2659,Neutral,1,1,NON-ASC,2871.1,7108.5,1184.6,1202.2,1385.3,1002.6,14754.3
963,42,2.6041,1.4358,0.8353,1.2355,1.5025,1.9528,y,0.6176,Positive,9,1,NON-ASC,2604.1,1435.8,835.3,1235.5,1502.5,1952.8,9566
964,42,1.5706,1.6685,1.2517,1.2018,1.3019,1.135,space,2.437,Neutral,16,1,NON-ASC,1570.6,1668.5,1251.7,1201.8,1301.9,1135,8129.5
965,42,2.7041,3.3537,1.0723,1.1686,2.3691,2.5803,space,0.1368,Neutral,22,1,NON-ASC,2704.1,3353.7,1072.3,1168.6,2369.1,2580.3,13248.1
966,42,3.1637,1.8367,0.8686,1.0359,0.9395,2.0204,y,2.2032,Neutral,7,1,NON-ASC,3163.7,1836.7,868.6,1035.9,939.5,2020.4,9864.8
967,42,2.5365,2.3687,1.2346,3.6873,2.2195,1.3689,y,0.2023,Negative,2,1,NON-ASC,2536.5,2368.7,1234.6,3687.3,2219.5,1368.9,13415.5
968,42,2.2876,3.1372,0.8348,1.1855,1.2179,1.0347,space,1.8192,Neutral,13,1,NON-ASC,2287.6,3137.2,834.8,1185.5,1217.9,1034.7,9697.7
969,42,1.4018,10.9959,2.37,4.3715,3.5891,1.2297,space,0.5669,Negative,11,1,NON-ASC,1401.8,10995.9,2370,4371.5,3589.1,1229.7,23958
970,42,7.0903,4.137,1.7201,1.6526,1.0852,1.302,space,0.0173,Neutral,19,1,NON-ASC,7090.3,4137,1720.1,1652.6,1085.2,1302,16987.2
971,42,1.5588,2.8709,1.1016,1.3365,2.0686,1.4691,space,0.1176,Positive,24,1,NON-ASC,1558.8,2870.9,1101.6,1336.5,2068.6,1469.1,10405.5
972,42,1.8857,2.2866,1.0083,1.7203,1.1353,1.1352,space,0.1684,Negative,17,1,NON-ASC,1885.7,2286.6,1008.3,1720.3,1135.3,1135.2,9171.4
973,42,3.2715,3.5702,1.5021,1.3019,1.8695,2.4538,space,0.4017,Negative,23,1,NON-ASC,3271.5,3570.2,1502.1,1301.9,1869.5,2453.8,13969
974,42,3.0036,2.5932,1.336,1.5016,2.0365,1.6359,space,0.6686,Positive,15,1,NON-ASC,3003.6,2593.2,1336,1501.6,2036.5,1635.9,12106.8
975,42,1.8674,2.3205,1.4057,1.2516,1.7861,1.0301,y,0.1508,Positive,3,1,NON-ASC,1867.4,2320.5,1405.7,1251.6,1786.1,1030.1,9661.4
976,42,1.7813,1.7869,1.0676,1.9026,1.3347,1.836,y,0.2206,Positive,6,1,NON-ASC,1781.3,1786.9,1067.6,1902.6,1334.7,1836,9709.1
977,42,2.0367,2.2869,1.2018,1.5688,1.5364,1.4353,space,0.001,Negative,20,1,NON-ASC,2036.7,2286.9,1201.8,1568.8,1536.4,1435.3,10065.9
978,42,3.3534,1.9031,0.836,1.2856,1.3015,1.0346,space,1.1032,Positive,21,1,NON-ASC,3353.4,1903.1,836,1285.6,1301.5,1034.6,9714.2
979,42,3.6876,2.787,1.8527,1.4354,1.0689,1.436,space,0.1672,Negative,14,1,NON-ASC,3687.6,2787,1852.7,1435.4,1068.9,1436,12267.6
980,42,3.2218,2.3856,1.3188,1.1422,1.3185,0.8014,y,0.3347,Negative,5,1,NON-ASC,3221.8,2385.6,1318.8,1142.2,1318.5,801.4,10188.3
981,42,3.204,2.3695,1.2354,1.5361,0.9685,1.3676,y,0.0874,Neutral,4,1,NON-ASC,3204,2369.5,1235.4,1536.1,968.5,1367.6,10681.1
982,42,6.591,1.6342,0.9352,0.9351,1.1689,1.3853,n,0.1176,Negative,8,1,NON-ASC,6591,1634.2,935.2,935.1,1168.9,1385.3,12649.7
983,42,1.7535,2.537,0.8357,1.3176,1.0029,0.8666,n,0.2512,Neutral,10,1,NON-ASC,1753.5,2537,835.7,1317.6,1002.9,866.6,8313.3
984,42,1.4696,2.2198,1.3057,1.2854,1.0518,1.1017,space,0.643,Positive,18,1,NON-ASC,1469.6,2219.8,1305.7,1285.4,1051.8,1101.7,8434
985,43,2.8329,3.7341,1.9556,3.388,2.2376,2.7529,space,0.6012,Positive,18,1,NON-ASC,2832.9,3734.1,1955.6,3388,2237.6,2752.9,16901.1
986,43,3.5627,3.6485,1.8527,1.337,1.7178,1.7671,space,0.352,Negative,17,1,NON-ASC,3562.7,3648.5,1852.7,1337,1717.8,1767.1,13885.8
987,43,5.9524,3.67,1.6712,1.4682,1.7695,2.1676,space,4.0704,Negative,20,1,NON-ASC,5952.4,3670,1671.2,1468.2,1769.5,2167.6,16698.9
988,43,3.4978,14.6667,1.5523,1.6849,2.0511,1.9187,space,3.1021,Negative,23,1,NON-ASC,3497.8,14666.7,1552.3,1684.9,2051.1,1918.7,25371.5
989,43,3.5154,3.1523,2.4683,1.776,1.9329,1.2897,y,3.4836,Positive,3,1,NON-ASC,3515.4,3152.3,2468.3,1776,1932.9,1289.7,14134.6
990,43,5.9747,3.0053,1.4149,2.4706,2.2821,1.1502,y,1.4849,Negative,5,1,NON-ASC,5974.7,3005.3,1414.9,2470.6,2282.1,1150.2,16297.8
991,43,5.7183,3.1181,1.518,2.5029,2.9184,2.8859,y,1.4016,Positive,9,1,NON-ASC,5718.3,3118.1,1518,2502.9,2918.4,2885.9,18661.6
992,43,3.3493,8.6676,1.351,2.1179,1.635,2.168,space,0.104,Neutral,22,1,NON-ASC,3349.3,8667.6,1351,2117.9,1635,2168,19288.8
993,43,2.3347,4.0667,1.3196,1.7335,2.0342,1.485,n,1.7182,Neutral,10,1,NON-ASC,2334.7,4066.7,1319.6,1733.5,2034.2,1485,12973.7
994,43,1.8345,9.9424,3.2481,1.7344,3.3347,1.4522,y,1.2517,Neutral,1,1,NON-ASC,1834.5,9942.4,3248.1,1734.4,3334.7,1452.2,21546.3
